Review ID,Review Created (UTC),Review Consumer User ID,Review Title,Review Content,Review Stars,Source Of Review,Review Language,Domain URL,Webshop Name,Business Unit ID,Tags,Company Reply Date (UTC),Location Name,Location ID
f8fa662c-a210-4a15-bce1-bedfa685de34,2023-07-17,8e6b0c30-ad21-4cbe-95d2-dc9c0331ddb9,Atmosphere is motivating and energetic. Easy to book,Atmosphere is motivating and energetic. Easy to book classes online.,1,Trustpilot,en,https://newdaniel.gym.com,New Daniel Gym,15bcc111-3257-40c9-8d1f-0b85c937e99b,,,New Daniel Gym,05940de5-a3f7-44e6-979d-92ccb5da6e4d
9a9d032d-a6fb-47c2-a063-14e354de15ad,2024-01-22,ce011074-0b08-4382-aa4a-b556986401d7,Some machines were broken during my visit. Parking,Some machines were broken during my visit. Parking is limited but manageable. Staff are very friendly and helpful.,5,Trustpilot,en,https://westaudreyfurt.gym.com,West Audreyfurt Gym,a30a1e35-338e-4e72-90ee-93a4b5695225,,,West Audreyfurt Gym,fafa0708-a6aa-4b3c-88ce-0e2e1bde96e7
25a7300c-fddc-431b-8aee-ef192e0da133,2023-07-06,1ffcf02f-377b-4f80-875a-d7fd4f5efab8,Locker rooms could be cleaner. Classes are fun,Locker rooms could be cleaner. Classes are fun and motivating. Great equipment and clean facilities.,5,Trustpilot,en,https://smithstad.gym.com,Smithstad Gym,79f3cff2-de3a-4314-bd47-cfb89b57c3ae,,,Smithstad Gym,87318a6d-7ee2-4039-aa59-42f622fbc00d
ace43fe9-d218-4604-9aab-ebc3197c27dd,2023-09-11,3f840254-acca-499d-82df-d3effbe93536,Staff are very friendly and helpful. Easy to,Staff are very friendly and helpful. Easy to book classes online. Great equipment and clean facilities. Parking is limited but manageable.,5,Trustpilot,en,https://tammymouth.gym.com,Tammymouth Gym,1d9f5243-2785-4199-bcb9-828ff1f83032,,,Tammymouth Gym,8941eec6-44d8-46a4-bcff-815e72ef9084
5e3cc20e-8e38-4968-ae31-5766c4c3b848,2023-06-21,21f12a1b-4eaf-4518-94ec-ed04e1c32d0b,Classes are fun and motivating. Can get crowded,Classes are fun and motivating. Can get crowded during peak hours.,1,Trustpilot,en,https://morsestad.gym.com,Morsestad Gym,f9814fce-c307-458a-ae57-98e03ed78f36,,,Morsestad Gym,5c55ad93-7ebc-4ed6-b64c-05d1b7315fad
8ea57cb6-c625-48e9-8a54-173290c82ae4,2023-09-18,20204089-3814-4852-aed8-ba191e37e7cc,Great equipment and clean facilities. Good variety of,Great equipment and clean facilities. Good variety of machines and weights. Parking is limited but manageable.,1,Trustpilot,en,https://lakeadammouth.gym.com,Lake Adammouth Gym,61e62a83-4a3e-42ea-aa04-130c1b6d3e0f,,,Lake Adammouth Gym,7e8a718c-afe7-42b5-8ed7-a4dc9078e87a
c2c3690f-7d2c-4014-bc29-38f520a7425d,2024-03-16,929fbaf1-3eed-4dbd-be23-1e6d7dea37ef,Good variety of machines and weights. Classes are,Good variety of machines and weights. Classes are fun and motivating.,1,Trustpilot,en,https://eastangela.gym.com,East Angela Gym,3fa278ca-236d-41c1-8b0f-28f8586f9b2d,,,East Angela Gym,332a0795-ba12-4923-93c4-67d683bd693c
cf76c7f1-0ad8-45ef-93c6-c6f215a2987c,2023-07-12,91e928c0-96c5-435b-9d84-fb5e086ff28f,Great equipment and clean facilities. Classes are fun,Great equipment and clean facilities. Classes are fun and motivating.,2,Trustpilot,en,https://madelineville.gym.com,Madelineville Gym,3c0cb701-5efe-47d2-8248-78695782a8a8,,,Madelineville Gym,49baeedc-e80a-4cd8-8bb2-54e339cb85a1
5038d6de-f4ac-40e6-a8e3-2f100b358f2e,2024-03-04,03274445-2045-4b3c-8522-1bec24af4ac0,Classes are fun and motivating. Parking is limited,Classes are fun and motivating. Parking is limited but manageable.,3,Trustpilot,en,https://staciestad.gym.com,Staciestad Gym,ddfd89d1-2f7c-4e56-a028-424a32651992,,,Staciestad Gym,69eecdfb-d4b5-4b72-85ca-a61018f7bdc0
4391d70f-53d6-43c6-bf64-e414ef54acda,2023-08-14,5b8b72e2-8cc5-499c-b037-79a90f6de764,Easy to book classes online. Atmosphere is motivating,Easy to book classes online. Atmosphere is motivating and energetic. Some machines were broken during my visit.,5,Trustpilot,en,https://northdonside.gym.com,North Donside Gym,2180b425-b292-489e-920e-ca5e56e8aaea,,,North Donside Gym,e31a680a-baa5-47cc-9704-8e229e2ad215
cdec8332-a1e1-4815-bd94-960e189466b1,2024-04-12,5bab3481-ee88-4292-89da-79a066b7017a,Good variety of machines and weights. Staff are,Good variety of machines and weights. Staff are very friendly and helpful. Locker rooms could be cleaner. Great equipment and clean facilities.,4,Trustpilot,en,https://wilsonfurt.gym.com,Wilsonfurt Gym,439416c5-dd52-44e8-8c38-943e037a531b,,,Wilsonfurt Gym,e945a5c6-e4e2-4add-84c9-70cbe71ce7e3
f19038a9-ef1a-4a9b-ae94-b3a560134bd0,2024-02-28,ffa85a3c-d5cc-4304-a1d9-ab0234abb6f4,Staff are very friendly and helpful. Atmosphere is,Staff are very friendly and helpful. Atmosphere is motivating and energetic. Classes are fun and motivating. Great equipment and clean facilities.,4,Trustpilot,en,https://millermouth.gym.com,Millermouth Gym,2068471a-49ed-478e-9e15-d1537eb3a6eb,,,Millermouth Gym,6cf4f5bb-4552-4772-bad9-e4e6967d93cd
454e97c6-abca-4e10-b4ca-532c174eb2fa,2023-06-11,6ce7c78a-0312-4a44-b111-64bbf9d34c4d,Locker rooms could be cleaner. Great equipment and,Locker rooms could be cleaner. Great equipment and clean facilities. Good variety of machines and weights. Some machines were broken during my visit.,4,Trustpilot,en,https://strongport.gym.com,Strongport Gym,ce5f9dde-2e35-453d-8c00-49ad04c98bb1,,,Strongport Gym,70fc7818-5f4b-4fbb-91b6-e88d8ae79885
eabee2c7-16e5-4bea-ac82-5a35917d491a,2024-02-17,84605940-8cd5-4b8b-9eac-8bef5b10f54e,Good variety of machines and weights. Staff are,Good variety of machines and weights. Staff are very friendly and helpful. Some machines were broken during my visit. Easy to book classes online.,4,Trustpilot,en,https://jacksonland.gym.com,Jacksonland Gym,bb425173-47e7-425c-ad4d-14d182b4d807,,,Jacksonland Gym,5a30af9d-57b8-4e21-aa03-72b277270d97
0daeb770-ed23-4243-90cf-42d9048920f4,2023-07-23,9fc780f1-708f-48ae-afa0-656be0e4c392,Easy to book classes online. Locker rooms could,Easy to book classes online. Locker rooms could be cleaner. Atmosphere is motivating and energetic.,2,Trustpilot,en,https://northchrisborough.gym.com,North Chrisborough Gym,15b5eb3b-6126-4bcd-b909-7078ddb04e35,,,North Chrisborough Gym,31f226f3-a03e-4f46-a470-c143fd7c0971
009bfad5-d973-48c4-b6cf-4d209b2c69e3,2023-10-22,49dbef2b-806a-4dd4-a233-3dca657b63fd,Atmosphere is motivating and energetic. Great equipment and,Atmosphere is motivating and energetic. Great equipment and clean facilities. Some machines were broken during my visit.,2,Trustpilot,en,https://southjoanna.gym.com,South Joanna Gym,5c5d3a48-b7c0-4459-9767-76c8ef69a791,,,South Joanna Gym,2d6185e7-108a-41e1-9586-77d78d566f0e
0872a5c8-7607-4d2e-9cef-daf16f5595f5,2023-07-31,c26e33c8-021d-4026-a5a5-39966977c68d,Locker rooms could be cleaner. Atmosphere is motivating,Locker rooms could be cleaner. Atmosphere is motivating and energetic. Some machines were broken during my visit.,2,Trustpilot,en,https://dawnville.gym.com,Dawnville Gym,f6c035a1-e640-49f0-9152-6ad73617c1fc,,,Dawnville Gym,39d2ae55-1199-4727-9933-00de36426271
c376c7fb-2e5d-4c92-a039-4a747699e69d,2023-06-22,2e0b482b-45ec-4f4a-ae02-1ce1b49ba37f,Parking is limited but manageable. Classes are fun,Parking is limited but manageable. Classes are fun and motivating. Easy to book classes online.,4,Trustpilot,en,https://princebury.gym.com,Princebury Gym,d54f762f-92b7-4164-ab97-3731d5d339b0,,,Princebury Gym,a5a1860c-c67c-445c-8103-ef26c54f0ba1
963db6fa-03c3-4dca-9338-ce496ce5d1f0,2023-10-01,e5a1f39e-30ab-42ac-95b5-31653d68008c,Classes are fun and motivating. Staff are very,Classes are fun and motivating. Staff are very friendly and helpful. Some machines were broken during my visit.,2,Trustpilot,en,https://westsarahside.gym.com,West Sarahside Gym,cedb4c3a-4d89-48cf-98da-d3549944ffaf,,,West Sarahside Gym,0b07dba0-291a-43b2-85df-624f137491ae
82647304-0228-4626-a592-42e5dd6b1a53,2023-12-28,05d86b53-50bb-4cd5-9883-823d1451675b,Parking is limited but manageable. Great equipment and,Parking is limited but manageable. Great equipment and clean facilities.,3,Trustpilot,en,https://eastsarah.gym.com,East Sarah Gym,a29569e1-207e-42b3-9860-2f92f0932b61,,,East Sarah Gym,38318db4-3793-424a-a288-c5d4f3237e26
29f9edbd-ac4a-4856-86ca-87b618c6c5db,2023-07-26,c3b5d8d9-bb1f-4b4f-8c79-397ce2a62d03,Great equipment and clean facilities. Good variety of,Great equipment and clean facilities. Good variety of machines and weights.,3,Trustpilot,en,https://laketyler.gym.com,Lake Tyler Gym,a775e876-1874-4b7f-b09a-53e7d2a6b3bf,,,Lake Tyler Gym,75b3dc19-b78a-4f8f-acd1-34972de60cbf
e4e98f8e-4975-4598-80ff-8a8c854c3686,2023-10-18,9a692351-9677-4f51-84d8-d0e2f066b7eb,Can get crowded during peak hours. Atmosphere is,Can get crowded during peak hours. Atmosphere is motivating and energetic. Parking is limited but manageable.,4,Trustpilot,en,https://hernandezmouth.gym.com,Hernandezmouth Gym,b8300adb-e291-405b-b5cb-bb48f96e20e4,,,Hernandezmouth Gym,5403b7d0-523f-4a33-8007-1620c37e1955
02d358fd-aefe-45df-a331-5ef9be6dcc37,2024-03-07,1081530f-1ba1-4d71-ac06-d4e3b4f00ea8,Easy to book classes online. Locker rooms could,Easy to book classes online. Locker rooms could be cleaner. Can get crowded during peak hours. Good variety of machines and weights.,2,Trustpilot,en,https://northsamantha.gym.com,North Samantha Gym,1a026ea3-b8fc-4103-bfcd-0c94ff1d444c,,,North Samantha Gym,1f004d1e-3e38-479d-9e51-dd1b89ee8a4c
06c061df-0f67-430a-8bc6-a5bfecf6bae2,2023-10-16,c4f8e5bb-2c24-42f4-b1ac-839baed6ea87,Some machines were broken during my visit. Can,Some machines were broken during my visit. Can get crowded during peak hours. Classes are fun and motivating.,3,Trustpilot,en,https://newterri.gym.com,New Terri Gym,5ce3f87d-da73-4a0f-b4c3-dcd9a2d0b359,,,New Terri Gym,8dcbdc45-c90e-4fd3-8ee5-28edf84c96d5
6a6f7ad3-c204-458f-939e-9ffa98c9e42d,2024-04-29,a7d5a3b1-e365-4633-af83-6af1465ff1c0,Good variety of machines and weights. Staff are,Good variety of machines and weights. Staff are very friendly and helpful.,3,Trustpilot,en,https://kurtmouth.gym.com,Kurtmouth Gym,457f0d3f-1e00-43dd-ae09-240deae10557,,,Kurtmouth Gym,45d3e805-86ba-4d96-8d54-ce1f6d83921d
3309e7b3-5edf-4afa-bbd4-54fa41a79316,2023-06-28,92d79bd1-192e-4fd2-a8ad-8fce05e6e4b7,Classes are fun and motivating. Staff are very,Classes are fun and motivating. Staff are very friendly and helpful. Good variety of machines and weights.,5,Trustpilot,en,https://perezshire.gym.com,Perezshire Gym,ffddbf5a-1287-4adb-8fde-8eb54e08ee6e,,,Perezshire Gym,2ca6c51e-e0df-4a23-aa8d-172f56f70e6a
6817baba-89e9-4512-abdc-7feeeeee0fa1,2023-09-27,026a439c-b4c7-4a53-b550-f1eacba2c210,Easy to book classes online. Some machines were,Easy to book classes online. Some machines were broken during my visit. Locker rooms could be cleaner. Great equipment and clean facilities.,2,Trustpilot,en,https://portlisa.gym.com,Port Lisa Gym,93749e85-b09a-41e3-ba15-3e90cd4969ff,,,Port Lisa Gym,db69d5b8-992c-4191-ac01-76527a5787af
08e61fc7-9cbd-4e6d-aa68-65eec5043858,2023-07-12,fd923c7c-45ff-4ec7-8396-0a398de2ee7b,Atmosphere is motivating and energetic. Classes are fun,Atmosphere is motivating and energetic. Classes are fun and motivating. Staff are very friendly and helpful.,1,Trustpilot,en,https://drewville.gym.com,Drewville Gym,ceb22080-69b2-4231-9ba3-0542c9ad1142,,,Drewville Gym,fc20086f-64ec-4d83-9a5f-2217c8316184
e13648f7-02ab-401f-95ca-09482b9aed1c,2023-07-01,06566b4b-20e9-452f-b7d4-0caa4089c3de,Parking is limited but manageable. Good variety of,Parking is limited but manageable. Good variety of machines and weights.,1,Trustpilot,en,https://doylebury.gym.com,Doylebury Gym,8f259544-10f8-4fc3-867e-62e959c77c09,,,Doylebury Gym,731d94bb-5e52-4839-8483-3f15aaaad86c
47b8eb03-3609-4978-ac47-3c50580dbd31,2023-08-10,d2227d65-c204-4abe-9156-8397f9c6dd6f,Classes are fun and motivating. Locker rooms could,Classes are fun and motivating. Locker rooms could be cleaner. Can get crowded during peak hours. Atmosphere is motivating and energetic.,2,Trustpilot,en,https://westsarah.gym.com,West Sarah Gym,3e31db40-0784-4bf4-83f5-798877d6fda1,,,West Sarah Gym,a718744d-d0a7-4078-8a31-e4bd1303c91d
f57e8524-b4cc-4c8d-911e-2ac3a1173fc8,2023-08-21,6f4c5b80-3fb5-4418-a5ed-c7e577aba4bc,Good variety of machines and weights. Staff are,Good variety of machines and weights. Staff are very friendly and helpful.,3,Trustpilot,en,https://moralesbury.gym.com,Moralesbury Gym,5daca77a-a017-4d52-ae0a-67331b67eb67,,,Moralesbury Gym,74b9a5c7-ca61-44d1-a570-0b41f2e55c65
3203e61b-5cbb-4463-a109-e82189d252a0,2023-10-03,c7c3ed21-a42a-4df9-a998-2dbef3a29b38,Atmosphere is motivating and energetic. Locker rooms could,Atmosphere is motivating and energetic. Locker rooms could be cleaner. Some machines were broken during my visit.,4,Trustpilot,en,https://tylerstad.gym.com,Tylerstad Gym,4d3ebd82-dabc-4d23-9e48-0973ad202f3f,,,Tylerstad Gym,e8d7386e-1587-439b-8b7b-9d51162ed85a
84abb8ba-ad8f-46d8-8b91-67290d5a6d35,2024-01-12,039176b5-a023-416c-92f9-540f51495a7e,Parking is limited but manageable. Can get crowded,Parking is limited but manageable. Can get crowded during peak hours. Some machines were broken during my visit.,1,Trustpilot,en,https://markview.gym.com,Markview Gym,f16ededf-4f46-43bc-9d4f-c4df68500279,,,Markview Gym,79626b63-414d-47f3-9c10-cc70f258a3a7
be090d17-4716-4f9d-9af1-9b64414ed79a,2023-09-12,df03aa5b-7507-40d4-b33b-50c3982a07fe,Locker rooms could be cleaner. Can get crowded,Locker rooms could be cleaner. Can get crowded during peak hours. Great equipment and clean facilities. Atmosphere is motivating and energetic.,1,Trustpilot,en,https://eastjoshualand.gym.com,East Joshualand Gym,2acfc0f3-d529-47ec-9eac-d749868efe3d,,,East Joshualand Gym,d1356cb8-f1f0-429f-a38b-fc6b87e32012
74f42f5e-2341-4218-b7f2-cea3caceea2e,2023-10-30,774d8ce7-a41f-4db7-a7b4-74c1f53ec9c4,Good variety of machines and weights. Locker rooms,Good variety of machines and weights. Locker rooms could be cleaner. Some machines were broken during my visit. Atmosphere is motivating and energetic.,4,Trustpilot,en,https://westjacquelineborough.gym.com,West Jacquelineborough Gym,da96859f-abd8-4ab0-bb98-d4d620acb5c4,,,West Jacquelineborough Gym,4bffa826-308d-430e-abc9-51f04f858421
abb44981-4f77-45f1-b5f2-68f7f7bcd20e,2024-04-10,5694832c-9d18-4c18-853e-c2a4e964fc56,Easy to book classes online. Some machines were,Easy to book classes online. Some machines were broken during my visit. Staff are very friendly and helpful.,2,Trustpilot,en,https://elizabethview.gym.com,Elizabethview Gym,ddc42324-43e4-43c4-a892-2c0a610f7a71,,,Elizabethview Gym,b82a7781-e2a1-4813-b31c-da9496914dc0
b67416d0-d229-45c6-84fd-09bfe3a5343d,2023-05-31,8a26fd4c-e5d2-4dce-abf6-e5d8fd01333c,Can get crowded during peak hours. Classes are,Can get crowded during peak hours. Classes are fun and motivating. Easy to book classes online. Locker rooms could be cleaner.,3,Trustpilot,en,https://southjimport.gym.com,South Jimport Gym,04657d2d-e299-4bc7-9f83-2e6912cc10fd,,,South Jimport Gym,070ef2e8-ebfd-493e-a701-cfb7e9124dc1
486a10c6-a6b8-49ed-a73d-1d6700a2262a,2023-07-05,2362703b-2fa6-4ef8-a36b-da7bde9cc586,Staff are very friendly and helpful. Can get,Staff are very friendly and helpful. Can get crowded during peak hours. Locker rooms could be cleaner. Great equipment and clean facilities.,1,Trustpilot,en,https://easttiffanyton.gym.com,East Tiffanyton Gym,9975084a-05bf-4903-a1fe-282f5a1b2842,,,East Tiffanyton Gym,33ccb2fa-10ac-471b-ae5f-ccf3e9562eb5
96b3a191-d111-4ffb-b3af-989756b21d81,2023-06-08,546d79d7-c979-4667-9d61-ae35d399890a,Good variety of machines and weights. Parking is,Good variety of machines and weights. Parking is limited but manageable. Can get crowded during peak hours. Easy to book classes online.,1,Trustpilot,en,https://sullivanstad.gym.com,Sullivanstad Gym,8d276765-2934-4a56-ba86-11fffe0acbe3,,,Sullivanstad Gym,a4fe258d-13d1-4453-aca5-66d5aebd9510
832869ad-eff2-4561-b8e0-08a780551cea,2024-03-14,10a16a70-4b06-4dde-8404-8a29ebac25ee,Great equipment and clean facilities. Staff are very,Great equipment and clean facilities. Staff are very friendly and helpful. Classes are fun and motivating.,5,Trustpilot,en,https://portanthony.gym.com,Port Anthony Gym,23471a27-2959-466e-9655-15dde82f8244,,,Port Anthony Gym,7544825f-ec78-49fb-ac1b-5db4e747d329
5324c37f-a35c-4c51-bd9b-dcbfc4778315,2024-03-01,0a4f0c12-9060-4f6b-a8ad-0727aefa0600,Great equipment and clean facilities. Some machines were,Great equipment and clean facilities. Some machines were broken during my visit. Locker rooms could be cleaner. Easy to book classes online.,5,Trustpilot,en,https://fordberg.gym.com,Fordberg Gym,7c735d80-2602-4233-a927-5b43014c6ddb,,,Fordberg Gym,53866777-c174-40ab-9208-cc8c75b262e9
eb0ca3ec-3d31-414b-a80d-7236f7fe7164,2024-02-20,a39c6f42-e335-4631-bccd-39efc5a7013e,Atmosphere is motivating and energetic. Staff are very,Atmosphere is motivating and energetic. Staff are very friendly and helpful. Can get crowded during peak hours.,4,Trustpilot,en,https://westchristopher.gym.com,West Christopher Gym,6bd494c5-f314-4224-b237-bec48d1ab5a1,,,West Christopher Gym,829cc321-7f47-41ed-b65e-4704d17ddeff
